01,8769,9158,8162
02,9239,9300,8596
03,9115,9651,9431
04,10552,9862,9292
05,10329,9826,9794
06,10385,9714,9320
07,10313,9248,8869
08,9782,9691,9165
09,9992,9533,9310
10,10023,10331,10096
11,8781,9208,9009
12,8597,8049,7984
