01,2144,2287,2058
02,2223,2391,2300
03,2126,2563,2595
04,1944,2549,2487
05,1766,2513,2590
06,1802,2435,2617
07,1756,2363,2657
08,1755,2486,2663
09,1633,2474,2732
10,1556,2581,3046
11,1432,2351,2667
12,1307,2014,2163
